,EBITDA,avg10Volume,avg30Volume,beta,companyName,currentDebt,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debtToEquity,dividendYield,employees,enterpriseValue,enterpriseValueToRevenue,exDividendDate,float,forwardPERatio,grossProfit,marketcap,maxChangePercent,month1ChangePercent,month3ChangePercent,month6ChangePercent,nextDividendDate,nextEarningsDate,peHigh,peLow,peRatio,pegRatio,priceToBook,priceToSales,profitMargin,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,totalCash,totalRevenue,ttmDividendRate,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
0,626000000,47673482.9,54797529.1,2.270566705700011,"Advanced Micro Devices, Inc.",136000000,25.0,0.120553,30.74,0.035616,0.99,,10100,36885032000.0,5.7,,998925740.8,53.16,2447000000.0,36796032000,3.297806,0.106701,0.228602,0.685828,,2019-07-30,85.02439024390243,39.09756097560975,123.57,-2.72,29.06479620853081,5.68,0.05204633204633204,6475000000.0,641089.11,5.99,1081600000.0,1161000000.0,6475000000.0,,0.2753,0.796199,34.86,16.03,0.796199,1.731076,5.906801,0.806691
0,54641000000,24063771.9,22950182.23,1.408893353414148,Microsoft Corp.,5516000000,116.7,0.06712,133.02,0.021021,0.77,0.013018253855950191,,1024808620000.0,8.14,2019-08-14,7526000956.0,,82933000000.0,1080261620000,4.262834,0.053597,0.089158,0.34507,2019-08-14,2019-10-24,29.825263157894735,19.781052631578945,27.66,1.3,10.556646340271671,8.58,0.3118171054409065,125843000000.0,,16.47,7643000000.0,133819000000.0,125843000000.0,1.84,5.11,0.312593,141.67,93.96,0.312593,0.858863,2.250476,0.397745
0,40566000000,1725237.0,1433004.37,1.299147672810872,"Alphabet, Inc.",,1115.87,0.15208,1116.29,0.098711,0.02,,98771,762961995156.4401,5.57,,303241126.608,25.87,77409000000.0,868099998436,1.135615,0.16208,-0.028868,0.16852,,2019-10-28,26.02482842147759,19.582357690754943,,0.0,2.451599906771455,6.34,0.22441916499948888,136958000000.0,1386621.58,393.26,348264000.0,109140000000.0,136958000000.0,,,0.009616,1289.27,970.11,0.009616,0.273028,1.338724,0.195592
0,29228000000,18933068.3,17441637.4,1.2525337151248181,"Facebook, Inc.",500000000,165.92,0.101583,188.87,-0.012703,0.01,,35587,529206820000.0,9.48,,2366559689.84,29.95,46483000000.0,569830820000,4.071171,0.05409,0.025516,0.354513,,2019-10-30,35.36610169491526,20.85084745762712,33.61,-0.7,5.712108716583261,10.21,0.3959848132096422,55838000000.0,1569056.12,23.21,2405720000.0,41124000000.0,55838000000.0,,5.943,0.142146,208.66,123.02,0.142146,0.283464,2.378289,0.472214
0,55719000000,32375686.8,28344415.1,0.6634629333382914,"AT&T, Inc.",10255000000,31.16,0.055641,32.66,0.06287,0.96,0.05944363103953147,268000,420697750000.0,2.46,2019-07-09,7299090255.0,9.62,62956000000.0,249465750000,0.209091,0.035476,0.105894,0.113466,,2019-10-23,9.792022792022792,7.635327635327636,14.33,-6.51,1.3551366458615126,1.46,0.11340417435086794,170805000000.0,637332.09,23.38,7305000000.0,5273000000.0,170805000000.0,2.03,2.3829,0.098777,34.37,26.8,0.098777,-0.206897,-0.144575,0.15606
0,14909000000,12547841.4,21342326.67,1.29430701717323,"Cisco Systems, Inc.",5238000000,50.59,0.032511,55.95,-0.020786,0.59,0.023704227843622857,74200,221010666899.99997,4.48,2019-07-03,4270794425.67,18.35,31079000000.0,241989666900,3.205701,0.014355,0.007126,0.235628,,2019-08-14,19.68243243243243,13.597972972972974,19.36,1.06,5.601094039903712,4.91,0.0022298803973241437,49330000000.0,664824.8,11.52,4280729999.9999995,46548000000.0,49330000000.0,1.34,2.92,0.32793,58.26,40.25,0.32793,0.592009,1.38697,0.316182
0,47410000000,11386329.8,12044761.63,0.25294230096650944,"Verizon Communications, Inc.",7190000000,57.07,-0.02059,57.37,0.028468,2.13,0.04200245269796776,144500,345337326800.0,2.64,2019-07-09,4134609901.1400003,12.04,58255000000.0,236066326800,0.578641,-0.002969,0.004222,0.036499,,2019-08-01,12.991561181434598,10.782700421940927,14.73,5.75,4.441929189952018,1.8,0.11865844432727356,130863000000.0,905626.3,31.64,4135710000.0,3792000000.0,130863000000.0,2.3975,3.876,0.09748100000000001,61.58,51.43,0.097481,0.220459,0.18316,0.018922
0,32282000000,21338917.3,19790942.47,1.2080037872491418,Intel Corp.,1261000000,49.13,0.116908,47.24,0.004674,0.36,0.023841829811979062,107400,246096430000.00003,3.47,2019-08-06,4428453930.0,11.81,43553000000.0,228543700000,2.119367,0.087021,0.009392,0.104474,2019-08-06,2019-10-24,12.870410367170624,9.149028077753778,11.83,6.16,3.0651087000254824,3.26,0.2971572944896116,70848000000.0,659664.8,15.99,4477000000.0,11650000000.0,70848000000.0,1.23,4.36,0.082005,59.59,42.36,0.082005,0.401752,0.942359,0.095794
0,22493229980,7525478.5,7785235.2,1.057383848284282,"Taiwan Semiconductor Manufacturing Co., Ltd.",4022989881.90129,39.29,0.14852,40.15,-0.025561,0.11,,,1110188213020.399,32.46,,5185473228.64,21.3,15659578126.3948,,7.579046,0.097752,-0.008442,0.160791,,2019-10-17,23.066115451871468,17.28947873813591,21.33,-2.32,4.131469684941328,32.95,0.3404536551131356,34202624099.187504,,6.6,,22621149982.1063,34202624099.187504,,2.0377,0.048492,45.64,34.21,0.048492,0.251001,1.152484,0.190033
0,16974000000,9497360.7,17496958.83,0.9711012650026091,Oracle Corp.,4494000000,51.76,0.097973,55.64,0.015625,2.58,0.013846153846153847,136000,213485470000.0,5.4,2019-07-16,2190522911.94,,29822000000.0,195145470000,4.097584,0.030474,0.062092,0.181341,,2019-09-18,17.09039548022599,11.977401129943502,18.93,1.1,8.957790681661693,4.94,0.28053966486103377,39506000000.0,290485.29,11.84,3335820000,37827000000.0,39506000000.0,0.81,3.09,0.202961,60.5,42.4,0.202961,0.203907,0.33585,0.293675
